"doy","Prop_foraging_day","Quality_crop","Quality_nat","Prop_foraging_crop","Concentration_nectar","Concentration_pollen","Concentration_spray","Concentration.nest.mat","Concentration.leaf"
57,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0,0
123,0,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0,0
125,0,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,0
128,0,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0,0
132,0,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0
134,0,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0,0
161,0,0,0,0,0,0,0,0,0
162,0,0,0,0,0,0,0,0,0
163,0,0,0,0,0,0,0,0,0
164,0,0,0,0,0,0,0,0,0
165,0,0,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0,0,0
167,0,0,0,0,0,0,0,0,0
168,1,1,0,1,0,0,0,0,0
169,1,1,0,1,0,0,0,0,0
170,1,1,0,1,0,0,0,0,0
171,1,1,0,1,0,0,0,0,0
172,1,1,0,1,0,0,0,0,0
173,1,1,0,1,0,0,0,0,0
174,1,1,0,1,0,0,0,0,0
175,1,1,0,1,0,0,0,0,0
176,1,1,0,1,0,0,0,0,0
177,1,1,0,1,0,0,0,0,0
178,1,1,0,1,0,0,0,0,0
179,1,1,0,1,0,0,0,0,0
180,1,1,0,1,0,0,0,0,0
181,1,1,0,1,0,0,0,0,0
182,1,1,0,1,0,0,0,0,0
183,1,1,0,1,0,0,0,0,0
184,1,1,0,1,0,0,0,0,0
185,1,1,0,1,0,0,0,0,0
186,1,1,0,1,0,0,0,0,0
187,1,1,0,1,0,0,0,0,0
188,1,1,0,1,0,0,0,0,0
189,0,1,0,1,0,0,0,0,0
190,1,1,0,1,0,0,0,0,0
191,1,1,0,1,0,0,0,0,0
192,1,1,0,1,0,0,0,0,0
193,1,1,0,1,0,0,0,0,0
194,1,1,0,1,0,0,0,0,0
195,1,1,0,1,0,0,0,0,0
196,1,1,0,1,0,0,0,0,0
197,1,1,0,1,0,0,0,0,0
198,1,1,0,1,0,0,0,0,0
199,1,1,0,1,0,0,0,0,0
200,1,1,0,1,0,0,0,0,0
201,1,1,0,1,0,0,0,0,0
202,1,1,0,1,0,0,0,0,0
203,1,1,0,1,0,0,0,0,0
204,1,1,0,1,0,0,0,0,0
205,1,1,0,1,0,0,0,0,0
206,1,1,0,1,0,0,0,0,0
207,1,1,0,1,0,0,0,0,0
208,1,1,0,1,0,0,0,0,0
209,0,1,0,1,0.06525,5.0775,1095,0,0
210,1,1,0,1,0.039006412129916,3.03532655309806,0,0,0
211,1,1,0,1,0.0233180105325495,1.81451645178575,0,0,0
212,1,1,0,1,0.0139394931629479,1.08471688176043,0,0,0
213,1,1,0,1,0.00833302092254544,0.648443122363594,0,0,0
214,1,1,0,1,0.00498147507114207,0.387638922202665,0,0,0
215,1,1,0,1,0.00297792290635816,0.231730322713158,0,1.26333333333333e-14,0
216,1,1,0,1,0.00178020058508082,0.138528252425255,0,4.35666666666667e-08,0
217,1,1,0,1,0.00106420287656061,0.0828121089001766,0,4.59e-07,0
218,0,1,0,1,0.000636179861961156,0.049505030637667,0,8.39333333333333e-07,0
219,1,1,0,1,0.000380307952251493,0.0295940785832483,0,1.022e-06,0
220,1,1,0,1,0.000227347873131128,0.0176913230011234,0,1.10666666666667e-06,0
221,1,1,0,1,0.000135908426608623,0.0105758626223032,0,1.12e-06,0
222,1,1,0,1,8.12459785475001e-05,0.00632224453754685,0,1.08e-06,0
223,1,1,0,1,4.85687988217947e-05,0.00377943411521322,0,1.00133333333333e-06,0
224,1,1,0,1,2.90343997470943e-05,0.00225934352054975,0,8.94666666666667e-07,0
225,1,1,0,1,1.73567473176994e-05,0.00135063424529684,0,7.94666666666667e-07,0
226,1,1,0,1,1.03758534729348e-05,0.000807408367951364,0,1.226e-06,0
227,1,1,0,1,6.20267918413663e-06,0.000482668253754081,0,9.14e-06,0
228,1,1,0,1,3.70795801633846e-06,0.00028853880196105,0,2.014e-05,0
229,1,1,0,1,2.21661515012603e-06,0.000172488328348888,0,2.20933333333333e-05,0
230,0,1,0,1,1.32509125025642e-06,0.000103113422577425,0,2.12066666666667e-05,0
231,1,1,0,1,7.9213878034096e-07,6.16411441713598e-05,0,1.958e-05,0
232,1,1,0,1,4.73540103142812e-07,3.68490402100786e-05,0,1.78333333333333e-05,0
233,1,1,0,1,2.8308199882347e-07,2.20283348509758e-05,0,1.56866666666667e-05,0
234,1,1,0,1,1.69226254600286e-07,1.31685257890108e-05,0,1.384e-05,0
235,0,1,0,1,1.01163356783768e-07,7.87213707386331e-06,0,1.41333333333333e-05,0
236,0,0,0,0,6.04753959716993e-08,4.7059589738897e-06,0,1.482e-05,0
237,0,0,0,0,3.61521566129036e-08,2.81321954332595e-06,0,1.396e-05,0
238,0,0,0,0,2.1611738241045e-08,1.68174101025143e-06,0,1.22866666666667e-05,0
239,0,0,0,0,1.29194845773803e-08,1.00534379987201e-06,0,1.05133333333333e-05,0
240,0,0,0,0,7.72326038209028e-09,6.009939400776e-07,0,9e-06,0
241,0,0,0,0,4.6169605739535e-09,3.59273828570864e-07,0,7.67333333333333e-06,0
242,0,0,0,0,2.76001635149738e-09,2.14773686202727e-07,0,6.438e-06,0
243,0,0,0,0,1.64993617305461e-09,1.28391584960687e-07,0,5.35133333333333e-06,0
244,0,0,0,0,9.86330886654781e-10,7.67524149730215e-08,0,4.44866666666667e-06,0
245,0,0,0,0,5.8962803159114e-10,4.58825491249657e-08,0,3.77133333333333e-06,0
246,0,0,0,0,3.52479295074256e-10,2.74285612373875e-08,0,3.28266666666667e-06,0
247,0,0,0,0,2.10711918021895e-10,1.63967779886003e-08,0,2.88266666666667e-06,0
248,0,0,0,0,1.25963462299572e-10,9.80198436515062e-09,0,2.542e-06,0
249,0,0,0,0,7.53008846554522e-11,5.85962056456795e-09,0,2.236e-06,0
250,0,0,0,0,4.50148251435684e-11,3.50287777266619e-09,0,1.96733333333333e-06,0
251,0,0,0,0,2.69098363449215e-11,2.09401829948412e-09,0,1.73533333333333e-06,0
252,0,0,0,0,1.60866845489441e-11,1.25180292409599e-09,0,1.52e-06,0
253,0,0,0,0,9.61661068689754e-12,7.48327061497659e-10,0,1.67466666666667e-06,0
254,0,0,0,0,5.74880428729625e-12,4.47349483045927e-10,0,2.19933333333333e-06,0
255,0,0,0,0,3.4366318664292e-12,2.6742526133018e-10,0,2.12133333333333e-06,0
256,0,0,0,0,2.05441653518374e-12,1.59866666013723e-10,0,1.79466666666667e-06,0
257,0,0,0,0,1.22812901238148e-12,9.55682001588803e-11,0,1.524e-06,0
258,0,0,0,0,7.34174810814691e-13,5.71306145886834e-11,0,1.29066666666667e-06,0
259,0,0,0,0,4.38889275801393e-13,3.41526482433957e-11,0,1.104e-06,0
260,0,0,0,0,2.6236775434957e-13,2.04164332982367e-11,0,9.6e-07,0
261,0,0,0,0,1.56843291276014e-13,1.22049319763059e-11,0,8.28e-07,0
262,0,0,0,0,9.37608284953971e-14,7.2961012518832e-12,0,9.2e-07,0
263,0,0,0,0,5.60501688572233e-14,4.36160509383221e-12,0,8.31333333333333e-07,0
264,0,0,0,0,3.35067584122028e-14,2.6073649936852e-12,0,6.48266666666667e-07,0
265,0,0,0,0,2.0030320732014e-14,1.55868127995097e-12,0,5.53866666666667e-07,0
266,0,0,0,0,1.19741141083117e-14,9.31778764520348e-13,0,4.77533333333333e-07,0
267,0,0,0,0,7.15811846435934e-15,5.57016804640376e-13,0,4.088e-07,0
268,0,0,0,0,4.27911906353351e-15,3.32984322530136e-13,0,3.49266666666667e-07,0
269,0,0,0,0,0,0,0,2.98333333333333e-07,0
270,0,0,0,0,0,0,0,2.54866666666667e-07,0
271,0,0,0,0,0,0,0,2.19266666666667e-07,0
272,0,0,0,0,0,0,0,1.92066666666667e-07,0
273,0,0,0,0,0,0,0,1.55466666666667e-07,0
274,0,0,0,0,0,0,0,1.014e-07,0
275,0,0,0,0,0,0,0,7.28666666666667e-08,0
276,0,0,0,0,0,0,0,6.05866666666667e-08,0
277,0,0,0,0,0,0,0,5.186e-08,0
278,0,0,0,0,0,0,0,4.486e-08,0
279,0,0,0,0,0,0,0,3.92e-08,0
280,0,0,0,0,0,0,0,3.512e-08,0
281,0,0,0,0,0,0,0,3.20666666666667e-08,0
282,0,0,0,0,0,0,0,2.90333333333333e-08,0
283,0,0,0,0,0,0,0,2.606e-08,0
284,0,0,0,0,0,0,0,2.33466666666667e-08,0
285,0,0,0,0,0,0,0,2.10733333333333e-08,0
286,0,0,0,0,0,0,0,1.93266666666667e-08,0
287,0,0,0,0,0,0,0,1.78e-08,0
288,0,0,0,0,0,0,0,1.63666666666667e-08,0
289,0,0,0,0,0,0,0,1.484e-08,0
290,0,0,0,0,0,0,0,1.32533333333333e-08,0
291,0,0,0,0,0,0,0,1.206e-08,0
292,0,0,0,0,0,0,0,1.12066666666667e-08,0
293,0,0,0,0,0,0,0,1.04466666666667e-08,0
294,0,0,0,0,0,0,0,9.68666666666667e-09,0
295,0,0,0,0,0,0,0,8.84e-09,0
296,0,0,0,0,0,0,0,7.94666666666667e-09,0
297,0,0,0,0,0,0,0,7.21333333333333e-09,0
298,0,0,0,0,0,0,0,6.652e-09,0
299,0,0,0,0,0,0,0,6.15933333333333e-09,0
300,0,0,0,0,0,0,0,5.71266666666667e-09,0
301,0,0,0,0,0,0,0,5.30533333333333e-09,0
302,0,0,0,0,0,0,0,4.924e-09,0
303,0,0,0,0,0,0,0,4.576e-09,0
304,0,0,0,0,0,0,0,4.24133333333333e-09,0
305,0,0,0,0,0,0,0,3.84333333333333e-09,0
306,0,0,0,0,0,0,0,3.44933333333333e-09,0
307,0,0,0,0,0,0,0,3.14466666666667e-09,0
308,0,0,0,0,0,0,0,2.87533333333333e-09,0
309,0,0,0,0,0,0,0,2.64333333333333e-09,0
310,0,0,0,0,0,0,0,2.438e-09,0
311,0,0,0,0,0,0,0,2.18266666666667e-09,0
312,0,0,0,0,0,0,0,1.96066666666667e-09,0
313,0,0,0,0,0,0,0,1.78733333333333e-09,0
314,0,0,0,0,0,0,0,1.66066666666667e-09,0
315,0,0,0,0,0,0,0,1.58933333333333e-09,0
316,0,0,0,0,0,0,0,1.528e-09,0
317,0,0,0,0,0,0,0,1.45133333333333e-09,0
318,0,0,0,0,0,0,0,1.33933333333333e-09,0
319,0,0,0,0,0,0,0,1.20933333333333e-09,0
320,0,0,0,0,0,0,0,1.11466666666667e-09,0
321,0,0,0,0,0,0,0,1.05266666666667e-09,0
322,0,0,0,0,0,0,0,9.98666666666667e-10,0
323,0,0,0,0,0,0,0,9.48e-10,0
324,0,0,0,0,0,0,0,8.94666666666667e-10,0
325,0,0,0,0,0,0,0,8.35333333333333e-10,0
326,0,0,0,0,0,0,0,7.73333333333333e-10,0
327,0,0,0,0,0,0,0,7.13333333333333e-10,0
328,0,0,0,0,0,0,0,6.626e-10,0
329,0,0,0,0,0,0,0,6.19266666666667e-10,0
330,0,0,0,0,0,0,0,5.70933333333333e-10,0
331,0,0,0,0,0,0,0,5.216e-10,0
332,0,0,0,0,0,0,0,4.88666666666667e-10,0
333,0,0,0,0,0,0,0,4.586e-10,0
334,0,0,0,0,0,0,0,4.14933333333333e-10,0
335,0,0,0,0,0,0,0,3.79266666666667e-10,0
336,0,0,0,0,0,0,0,3.526e-10,0
337,0,0,0,0,0,0,0,3.23933333333333e-10,0
338,0,0,0,0,0,0,0,3.01533333333333e-10,0
339,0,0,0,0,0,0,0,2.87533333333333e-10,0
340,0,0,0,0,0,0,0,2.768e-10,0
341,0,0,0,0,0,0,0,2.658e-10,0
342,0,0,0,0,0,0,0,2.53066666666667e-10,0
343,0,0,0,0,0,0,0,2.376e-10,0
344,0,0,0,0,0,0,0,2.22066666666667e-10,0
345,0,0,0,0,0,0,0,2.052e-10,0
346,0,0,0,0,0,0,0,1.76733333333333e-10,0
347,0,0,0,0,0,0,0,1.51066666666667e-10,0
348,0,0,0,0,0,0,0,1.37266666666667e-10,0
349,0,0,0,0,0,0,0,1.29e-10,0
350,0,0,0,0,0,0,0,1.23533333333333e-10,0
351,0,0,0,0,0,0,0,1.21533333333333e-10,0
352,0,0,0,0,0,0,0,1.19133333333333e-10,0
353,0,0,0,0,0,0,0,1.15933333333333e-10,0
354,0,0,0,0,0,0,0,1.12933333333333e-10,0
355,0,0,0,0,0,0,0,1.12066666666667e-10,0
356,0,0,0,0,0,0,0,1.12e-10,0
357,0,0,0,0,0,0,0,1.11733333333333e-10,0
358,0,0,0,0,0,0,0,1.092e-10,0
359,0,0,0,0,0,0,0,1.02866666666667e-10,0
360,0,0,0,0,0,0,0,9.65333333333333e-11,0
361,0,0,0,0,0,0,0,9.32e-11,0
362,0,0,0,0,0,0,0,9.19333333333333e-11,0
363,0,0,0,0,0,0,0,9.12666666666667e-11,0
364,0,0,0,0,0,0,0,9.08666666666667e-11,0
365,0,0,0,0,0,0,0,8.92e-11,0
