"doy","Prop_foraging_day","Quality_crop","Quality_nat","Prop_foraging_crop","Concentration_nectar","Concentration_pollen","Concentration_spray","Concentration.nest.mat","Concentration.leaf"
57,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0,0
123,0,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0,0
125,0,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,0
128,0,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0,0
132,0,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0
134,0,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,0
139,0,1,0,1,0,0,0,0,0
140,1,1,0,1,0,0,0,0,0
141,0,1,0,1,0,0,0,0,0
142,1,1,0,1,0,0,0,0,0
143,1,1,0,1,0,0,0,0,0
144,1,1,0,1,0,0,0,0,0
145,1,1,0,1,0,0,0,0,0
146,0,1,0,1,0,0,0,0,0
147,1,1,0,1,0,0,0,0,0
148,1,1,0,1,0,0,0,0,0
149,1,1,0,1,0,0,0,0,0
150,1,1,0,1,0,0,0,0,0
151,1,1,0,1,0,0,0,0,0
152,1,1,0,1,0,0,0,0,0
153,1,1,0,1,0,0,0,0,0
154,1,1,0,1,0,0,0,0,0
155,1,1,0,1,0,0,0,0,0
156,1,1,0,1,0,0,0,0,0
157,1,1,0,1,0,0,0,0,0
158,1,1,0,1,0,0,0,0,0
159,1,1,0,1,0,0,0,0,0
160,1,1,0,1,0,0,0,0,0
161,1,1,0,1,0,0,0,0,0
162,1,1,0,1,0,0,0,0,0
163,1,1,0,1,0,0,0,0,0
164,1,1,0,1,0,0,0,0,0
165,1,1,0,1,0,0,0,0,0
166,1,1,0,1,0,0,0,0,0
167,1,1,0,1,0,0,0,0,0
168,1,1,0,1,0,0,0,0,0
169,0.75,1,0,1,0.06525,5.0775,855,0,0
170,1,1,0,1,0.039006412129916,3.03532655309806,0,0,0
171,1,1,0,1,0.0233180105325495,1.81451645178575,0,0,0
172,0,1,0,1,0.0139394931629479,1.08471688176043,0,2.82533333333333e-19,0
173,0,1,0,1,0.00833302092254544,0.648443122363594,0,8.48e-18,0
174,1,1,0,1,0.00498147507114207,0.387638922202665,0,1.12e-16,0
175,1,1,0,1,0.00297792290635816,0.231730322713158,0,8.29333333333333e-16,0
176,1,1,0,1,0.00178020058508082,0.138528252425255,0,3.88066666666667e-15,0
177,1,1,0,1,0.00106420287656061,0.0828121089001766,0,1.30333333333333e-14,0
178,1,1,0,1,0.000636179861961156,0.049505030637667,0,3.378e-14,0
179,1,1,0,1,0.000380307952251493,0.0295940785832483,0,7.2e-14,0
180,1,1,0,1,0.000227347873131128,0.0176913230011234,0,1.33466666666667e-13,0
181,1,1,0,1,0.000135908426608623,0.0105758626223032,0,2.24933333333333e-13,0
182,1,1,0,1,8.12459785475001e-05,0.00632224453754685,0,3.498e-13,0
183,1,1,0,1,4.85687988217947e-05,0.00377943411521322,0,5.038e-13,0
184,1,1,0,1,2.90343997470943e-05,0.00225934352054975,0,6.85333333333333e-13,0
185,1,1,0,1,1.73567473176994e-05,0.00135063424529684,0,8.92666666666667e-13,0
186,1,1,0,1,1.03758534729348e-05,0.000807408367951364,0,1.122e-12,0
187,1,1,0,1,6.20267918413663e-06,0.000482668253754081,0,1.36066666666667e-12,0
188,1,1,0,1,3.70795801633846e-06,0.00028853880196105,0,1.59333333333333e-12,0
189,1,1,0,1,2.21661515012603e-06,0.000172488328348888,0,1.858e-12,0
190,1,1,0,1,1.32509125025642e-06,0.000103113422577425,0,2.14866666666667e-12,0
191,1,1,0,1,7.9213878034096e-07,6.16411441713598e-05,0,2.42533333333333e-12,0
192,1,1,0,1,4.73540103142812e-07,3.68490402100786e-05,0,2.70266666666667e-12,0
193,1,1,0,1,2.8308199882347e-07,2.20283348509758e-05,0,2.97266666666667e-12,0
194,1,1,0,1,1.69226254600286e-07,1.31685257890108e-05,0,3.19933333333333e-12,0
195,0,1,0,1,1.01163356783768e-07,7.87213707386331e-06,0,3.36266666666667e-12,0
196,0,0,0,0,6.04753959716993e-08,4.7059589738897e-06,0,3.44e-12,0
197,0,0,0,0,3.61521566129036e-08,2.81321954332595e-06,0,3.41133333333333e-12,0
198,0,0,0,0,2.1611738241045e-08,1.68174101025143e-06,0,3.328e-12,0
199,0,0,0,0,1.29194845773803e-08,1.00534379987201e-06,0,3.19133333333333e-12,0
200,0,0,0,0,7.72326038209028e-09,6.009939400776e-07,0,2.99666666666667e-12,0
201,0,0,0,0,4.6169605739535e-09,3.59273828570864e-07,0,2.83066666666667e-12,0
202,0,0,0,0,2.76001635149738e-09,2.14773686202727e-07,0,2.70533333333333e-12,0
203,0,0,0,0,1.64993617305461e-09,1.28391584960687e-07,0,2.59733333333333e-12,0
204,0,0,0,0,9.86330886654781e-10,7.67524149730215e-08,0,2.47933333333333e-12,0
205,0,0,0,0,5.8962803159114e-10,4.58825491249657e-08,0,2.31666666666667e-12,0
206,0,0,0,0,3.52479295074256e-10,2.74285612373875e-08,0,2.094e-12,0
207,0,0,0,0,2.10711918021895e-10,1.63967779886003e-08,0,1.83733333333333e-12,0
208,0,0,0,0,1.25963462299572e-10,9.80198436515062e-09,0,1.632e-12,0
209,0,0,0,0,7.53008846554522e-11,5.85962056456795e-09,0,1.478e-12,0
210,0,0,0,0,4.50148251435684e-11,3.50287777266619e-09,0,1.332e-12,0
211,0,0,0,0,2.69098363449215e-11,2.09401829948412e-09,0,1.176e-12,0
212,0,0,0,0,1.60866845489441e-11,1.25180292409599e-09,0,1.02066666666667e-12,0
213,0,0,0,0,9.61661068689754e-12,7.48327061497659e-10,0,8.94666666666667e-13,0
214,0,0,0,0,5.74880428729625e-12,4.47349483045927e-10,0,7.79333333333333e-13,0
215,0,0,0,0,3.4366318664292e-12,2.6742526133018e-10,0,6.73333333333333e-13,0
216,0,0,0,0,2.05441653518374e-12,1.59866666013723e-10,0,5.932e-13,0
217,0,0,0,0,1.22812901238148e-12,9.55682001588803e-11,0,5.306e-13,0
218,0,0,0,0,7.34174810814691e-13,5.71306145886834e-11,0,4.786e-13,0
219,0,0,0,0,4.38889275801393e-13,3.41526482433957e-11,0,4.33533333333333e-13,0
220,0,0,0,0,2.6236775434957e-13,2.04164332982367e-11,0,3.96133333333333e-13,0
221,0,0,0,0,1.56843291276014e-13,1.22049319763059e-11,0,3.63533333333333e-13,0
222,0,0,0,0,9.37608284953971e-14,7.2961012518832e-12,0,3.27533333333333e-13,0
223,0,0,0,0,5.60501688572233e-14,4.36160509383221e-12,0,2.88666666666667e-13,0
224,0,0,0,0,3.35067584122028e-14,2.6073649936852e-12,0,2.504e-13,0
225,0,0,0,0,2.0030320732014e-14,1.55868127995097e-12,0,2.13533333333333e-13,0
226,0,0,0,0,1.19741141083117e-14,9.31778764520348e-13,0,1.792e-13,0
227,0,0,0,0,7.15811846435934e-15,5.57016804640376e-13,0,1.504e-13,0
228,0,0,0,0,4.27911906353351e-15,3.32984322530136e-13,0,1.24333333333333e-13,0
229,0,0,0,0,0,0,0,1.01133333333333e-13,0
230,0,0,0,0,0,0,0,8.42666666666667e-14,0
231,0,0,0,0,0,0,0,7.1e-14,0
232,0,0,0,0,0,0,0,5.93466666666667e-14,0
233,0,0,0,0,0,0,0,4.91066666666667e-14,0
234,0,0,0,0,0,0,0,4.09e-14,0
235,0,0,0,0,0,0,0,4.35266666666667e-14,0
236,0,0,0,0,0,0,0,1.156e-13,0
237,0,0,0,0,0,0,0,2.95133333333333e-13,0
238,0,0,0,0,0,0,0,6.29733333333333e-13,0
239,0,0,0,0,0,0,0,1.218e-12,0
240,0,0,0,0,0,0,0,1.598e-12,0
241,0,0,0,0,0,0,0,1.62533333333333e-12,0
242,0,0,0,0,0,0,0,1.50533333333333e-12,0
243,0,0,0,0,0,0,0,1.31e-12,0
244,0,0,0,0,0,0,0,1.09933333333333e-12,0
245,0,0,0,0,0,0,0,9.37333333333333e-13,0
246,0,0,0,0,0,0,0,8.28666666666667e-13,0
247,0,0,0,0,0,0,0,7.45333333333333e-13,0
248,0,0,0,0,0,0,0,6.69333333333333e-13,0
249,0,0,0,0,0,0,0,5.99933333333333e-13,0
250,0,0,0,0,0,0,0,5.382e-13,0
251,0,0,0,0,0,0,0,4.81666666666667e-13,0
252,0,0,0,0,0,0,0,4.276e-13,0
253,0,0,0,0,0,0,0,3.798e-13,0
254,0,0,0,0,0,0,0,3.39333333333333e-13,0
255,0,0,0,0,0,0,0,3.02466666666667e-13,0
256,0,0,0,0,0,0,0,2.77e-13,0
257,0,0,0,0,0,0,0,2.848e-13,0
258,0,0,0,0,0,0,0,3.27466666666667e-13,0
259,0,0,0,0,0,0,0,3.50866666666667e-13,0
260,0,0,0,0,0,0,0,3.376e-13,0
261,0,0,0,0,0,0,0,3.166e-13,0
262,0,0,0,0,0,0,0,2.97133333333333e-13,0
263,0,0,0,0,0,0,0,2.78466666666667e-13,0
264,0,0,0,0,0,0,0,2.598e-13,0
265,0,0,0,0,0,0,0,2.408e-13,0
266,0,0,0,0,0,0,0,2.216e-13,0
267,0,0,0,0,0,0,0,2.02533333333333e-13,0
268,0,0,0,0,0,0,0,1.838e-13,0
269,0,0,0,0,0,0,0,1.65e-13,0
270,0,0,0,0,0,0,0,1.474e-13,0
271,0,0,0,0,0,0,0,1.318e-13,0
272,0,0,0,0,0,0,0,1.182e-13,0
273,0,0,0,0,0,0,0,1.05733333333333e-13,0
274,0,0,0,0,0,0,0,9.50666666666667e-14,0
275,0,0,0,0,0,0,0,8.69333333333333e-14,0
276,0,0,0,0,0,0,0,7.97333333333333e-14,0
277,0,0,0,0,0,0,0,7.29333333333333e-14,0
278,0,0,0,0,0,0,0,6.666e-14,0
279,0,0,0,0,0,0,0,6.02866666666667e-14,0
280,0,0,0,0,0,0,0,5.43933333333333e-14,0
281,0,0,0,0,0,0,0,4.93733333333333e-14,0
282,0,0,0,0,0,0,0,4.468e-14,0
283,0,0,0,0,0,0,0,4.51066666666667e-14,0
284,0,0,0,0,0,0,0,5.526e-14,0
285,0,0,0,0,0,0,0,6.318e-14,0
286,0,0,0,0,0,0,0,6.29266666666667e-14,0
287,0,0,0,0,0,0,0,5.998e-14,0
288,0,0,0,0,0,0,0,5.58933333333333e-14,0
289,0,0,0,0,0,0,0,5.12533333333333e-14,0
290,0,0,0,0,0,0,0,4.688e-14,0
291,0,0,0,0,0,0,0,5.082e-14,0
292,0,0,0,0,0,0,0,6.65466666666667e-14,0
293,0,0,0,0,0,0,0,7.58666666666667e-14,0
294,0,0,0,0,0,0,0,7.63333333333333e-14,0
295,0,0,0,0,0,0,0,7.54e-14,0
296,0,0,0,0,0,0,0,7.49333333333333e-14,0
297,0,0,0,0,0,0,0,7.45333333333334e-14,0
298,0,0,0,0,0,0,0,7.26666666666667e-14,0
299,0,0,0,0,0,0,0,6.98666666666667e-14,0
300,0,0,0,0,0,0,0,6.68e-14,0
301,0,0,0,0,0,0,0,6.37866666666667e-14,0
302,0,0,0,0,0,0,0,6.082e-14,0
303,0,0,0,0,0,0,0,5.76666666666667e-14,0
304,0,0,0,0,0,0,0,5.45933333333333e-14,0
305,0,0,0,0,0,0,0,5.194e-14,0
306,0,0,0,0,0,0,0,4.95933333333333e-14,0
307,0,0,0,0,0,0,0,5.88133333333333e-14,0
308,0,0,0,0,0,0,0,7.8e-14,0
309,0,0,0,0,0,0,0,8.42e-14,0
310,0,0,0,0,0,0,0,8.14666666666667e-14,0
311,0,0,0,0,0,0,0,7.73333333333333e-14,0
312,0,0,0,0,0,0,0,7.32666666666667e-14,0
313,0,0,0,0,0,0,0,6.96666666666667e-14,0
314,0,0,0,0,0,0,0,6.644e-14,0
315,0,0,0,0,0,0,0,6.35666666666667e-14,0
316,0,0,0,0,0,0,0,6.09466666666667e-14,0
317,0,0,0,0,0,0,0,5.862e-14,0
318,0,0,0,0,0,0,0,5.63733333333333e-14,0
319,0,0,0,0,0,0,0,5.40733333333333e-14,0
320,0,0,0,0,0,0,0,5.25e-14,0
321,0,0,0,0,0,0,0,5.09666666666667e-14,0
322,0,0,0,0,0,0,0,4.88733333333333e-14,0
323,0,0,0,0,0,0,0,4.886e-14,0
324,0,0,0,0,0,0,0,4.98066666666667e-14,0
325,0,0,0,0,0,0,0,4.89666666666667e-14,0
326,0,0,0,0,0,0,0,4.724e-14,0
327,0,0,0,0,0,0,0,4.52733333333333e-14,0
328,0,0,0,0,0,0,0,4.36266666666667e-14,0
329,0,0,0,0,0,0,0,4.26466666666667e-14,0
330,0,0,0,0,0,0,0,4.46866666666667e-14,0
331,0,0,0,0,0,0,0,4.66266666666667e-14,0
332,0,0,0,0,0,0,0,4.58733333333333e-14,0
333,0,0,0,0,0,0,0,4.458e-14,0
334,0,0,0,0,0,0,0,4.30466666666667e-14,0
335,0,0,0,0,0,0,0,4.25533333333333e-14,0
336,0,0,0,0,0,0,0,4.202e-14,0
337,0,0,0,0,0,0,0,4.07466666666667e-14,0
338,0,0,0,0,0,0,0,3.93133333333333e-14,0
339,0,0,0,0,0,0,0,3.80066666666667e-14,0
340,0,0,0,0,0,0,0,3.68e-14,0
341,0,0,0,0,0,0,0,3.57866666666667e-14,0
342,0,0,0,0,0,0,0,3.52266666666667e-14,0
343,0,0,0,0,0,0,0,3.48e-14,0
344,0,0,0,0,0,0,0,3.37266666666667e-14,0
345,0,0,0,0,0,0,0,3.186e-14,0
346,0,0,0,0,0,0,0,2.97133333333333e-14,0
347,0,0,0,0,0,0,0,2.82066666666667e-14,0
348,0,0,0,0,0,0,0,2.722e-14,0
349,0,0,0,0,0,0,0,2.622e-14,0
350,0,0,0,0,0,0,0,2.506e-14,0
351,0,0,0,0,0,0,0,2.40733333333333e-14,0
352,0,0,0,0,0,0,0,2.32666666666667e-14,0
353,0,0,0,0,0,0,0,2.25066666666667e-14,0
354,0,0,0,0,0,0,0,2.16666666666667e-14,0
355,0,0,0,0,0,0,0,2.078e-14,0
356,0,0,0,0,0,0,0,1.99933333333333e-14,0
357,0,0,0,0,0,0,0,1.928e-14,0
358,0,0,0,0,0,0,0,1.85933333333333e-14,0
359,0,0,0,0,0,0,0,1.80333333333333e-14,0
360,0,0,0,0,0,0,0,1.75066666666667e-14,0
361,0,0,0,0,0,0,0,1.70066666666667e-14,0
362,0,0,0,0,0,0,0,1.67933333333333e-14,0
363,0,0,0,0,0,0,0,1.674e-14,0
364,0,0,0,0,0,0,0,1.65466666666667e-14,0
365,0,0,0,0,0,0,0,1.62533333333333e-14,0
