Plot-Titel: GeN-2710,,,,,,,,
Anz.,Date,Time,Temp,RH,,,,
1,2021-04-20,00/01/00 11:00:00,22.465,35.913,,,,
2,2021-04-20,00/01/00 11:15:00,22.321,36.46,,,,
3,2021-04-20,00/01/00 11:30:00,22.178,38.416,,,,
4,2021-04-20,00/01/00 11:45:00,22.082,38.242,,,,
5,2021-04-20,00/01/00 12:00:00,22.226,38.093,,,,
6,2021-04-20,00/01/00 12:15:00,22.274,38.098,,,,
7,2021-04-20,00/01/00 12:30:00,22.154,38.446,,,,
8,2021-04-20,00/01/00 12:45:00,22.13,38.803,,,,
9,2021-04-20,00/01/00 13:00:00,22.034,38.859,,,,
10,2021-04-20,00/01/00 13:15:00,19.936,41.488,,,,
11,2021-04-20,00/01/00 13:30:00,17.891,47.924,,,,
12,2021-04-20,00/01/00 13:45:00,17.177,49.676,,,,
13,2021-04-20,00/01/00 14:00:00,18.842,48.676,,,,
14,2021-04-20,00/01/00 14:15:00,17.106,57.507,,,,
15,2021-04-20,00/01/00 14:30:00,17.558,55.534,,,,
16,2021-04-20,00/01/00 14:45:00,17.582,57.974,,,,
17,2021-04-20,00/01/00 15:00:00,17.582,58.671,,,,
18,2021-04-20,00/01/00 15:15:00,17.748,57.301,,,,
19,2021-04-20,00/01/00 15:30:00,18.081,55.948,,,,
20,2021-04-20,00/01/00 15:45:00,17.986,58.977,,,,
21,2021-04-20,00/01/00 16:00:00,17.653,54.137,,,,
22,2021-04-20,00/01/00 16:15:00,18.105,61.317,,,,
23,2021-04-20,00/01/00 16:30:00,18.699,59.422,,,,
24,2021-04-20,00/01/00 16:45:00,18.509,55.215,,,,
25,2021-04-20,00/01/00 17:00:00,18.129,59.302,,,,
26,2021-04-20,00/01/00 17:15:00,17.748,57.301,,,,
27,2021-04-20,00/01/00 17:30:00,17.51,51.09,,,,
28,2021-04-20,00/01/00 17:45:00,17.106,52.242,,,,
29,2021-04-20,00/01/00 18:00:00,15.891,52.225,,,,
30,2021-04-20,00/01/00 18:15:00,15.318,54.654,,,,
31,2021-04-20,00/01/00 18:30:00,14.649,55.951,,,,
32,2021-04-20,00/01/00 18:45:00,14.361,61.033,,,,
33,2021-04-20,00/01/00 19:00:00,14.266,63.028,,,,
34,2021-04-20,00/01/00 19:15:00,14.361,62.395,,,,
35,2021-04-20,00/01/00 19:30:00,14.457,70.734,,,,
36,2021-04-20,00/01/00 19:45:00,14.457,69.269,,,,
37,2021-04-20,00/01/00 20:00:00,14.625,64.678,,,,
38,2021-04-20,00/01/00 20:15:00,14.864,56.921,,,,
39,2021-04-20,00/01/00 20:30:00,14.984,64.946,,,,
40,2021-04-20,00/01/00 20:45:00,14.529,63.515,,,,
41,2021-04-20,00/01/00 21:00:00,13.666,62.691,,,,
42,2021-04-20,00/01/00 21:15:00,12.509,67.037,,,,
43,2021-04-20,00/01/00 21:30:00,11.078,68.581,,,,
44,2021-04-20,00/01/00 21:45:00,9.805,72.406,,,,
45,2021-04-20,00/01/00 22:00:00,8.817,76.36,,,,
46,2021-04-20,00/01/00 22:15:00,7.945,79.302,,,,
47,2021-04-20,00/01/00 22:30:00,7.268,82.495,,,,
48,2021-04-20,00/01/00 22:45:00,6.56,84.388,,,,
49,2021-04-20,00/01/00 23:00:00,6,86.16,,,,
50,2021-04-20,00/01/00 23:15:00,5.565,86.676,,,,
51,2021-04-20,00/01/00 23:30:00,5.128,87.625,,,,
52,2021-04-20,00/01/00 23:45:00,4.766,88.737,,,,
53,2021-04-21,00/01/00 00:00:00,4.428,89.339,,,,
54,2021-04-21,00/01/00 00:15:00,4.141,89.596,,,,
55,2021-04-21,00/01/00 00:30:00,3.827,90.198,,,,
56,2021-04-21,00/01/00 00:45:00,3.591,90.766,,,,
57,2021-04-21,00/01/00 01:00:00,3.301,90.164,,,,
58,2021-04-21,00/01/00 01:15:00,3.063,91.406,,,,
59,2021-04-21,00/01/00 01:30:00,2.823,91.468,,,,
60,2021-04-21,00/01/00 01:45:00,2.61,91.313,,,,
61,2021-04-21,00/01/00 02:00:00,2.423,91.886,,,,
62,2021-04-21,00/01/00 02:15:00,2.262,92.266,,,,
63,2021-04-21,00/01/00 02:30:00,2.101,92.446,,,,
64,2021-04-21,00/01/00 02:45:00,1.94,92.403,,,,
65,2021-04-21,00/01/00 03:00:00,1.805,92.811,,,,
66,2021-04-21,00/01/00 03:15:00,1.67,92.776,,,,
67,2021-04-21,00/01/00 03:30:00,1.507,92.757,,,,
68,2021-04-21,00/01/00 03:45:00,1.371,92.795,,,,
69,2021-04-21,00/01/00 04:00:00,1.235,93.2,,,,
70,2021-04-21,00/01/00 04:15:00,1.099,93.335,,,,
71,2021-04-21,00/01/00 04:30:00,1.044,94.322,,,,
72,2021-04-21,00/01/00 04:45:00,1.017,94.509,,,,
73,2021-04-21,00/01/00 05:00:00,1.017,94.655,,,,
74,2021-04-21,00/01/00 05:15:00,0.989,94.648,,,,
75,2021-04-21,00/01/00 05:30:00,0.989,94.599,,,,
76,2021-04-21,00/01/00 05:45:00,0.907,94.382,,,,
77,2021-04-21,00/01/00 06:00:00,0.797,94.401,,,,
78,2021-04-21,00/01/00 06:15:00,0.797,95.032,,,,
79,2021-04-21,00/01/00 06:30:00,0.797,95.008,,,,
80,2021-04-21,00/01/00 06:45:00,0.715,94.889,,,,
81,2021-04-21,00/01/00 07:00:00,0.577,94.657,,,,
82,2021-04-21,00/01/00 07:15:00,0.605,95.415,,,,
83,2021-04-21,00/01/00 07:30:00,0.77,95.799,,,,
84,2021-04-21,00/01/00 07:45:00,0.715,95.59,,,,
85,2021-04-21,00/01/00 08:00:00,0.77,95.895,,,,
86,2021-04-21,00/01/00 08:15:00,1.044,96.164,,,,
87,2021-04-21,00/01/00 08:30:00,1.697,96.707,,,,
88,2021-04-21,00/01/00 08:45:00,2.956,97.228,,,,
89,2021-04-21,00/01/00 09:00:00,4.947,97.345,,,,
90,2021-04-21,00/01/00 09:15:00,6.788,95.334,,,,
91,2021-04-21,00/01/00 09:30:00,8.494,83.574,,,,
92,2021-04-21,00/01/00 09:45:00,10.051,74.935,,,,
93,2021-04-21,00/01/00 10:00:00,11.467,72.989,,,,
94,2021-04-21,00/01/00 10:15:00,12.509,69.163,,,,
95,2021-04-21,00/01/00 10:30:00,13.594,61.41,,,,
96,2021-04-21,00/01/00 10:45:00,14.433,60.152,,,,
97,2021-04-21,00/01/00 11:00:00,14.745,61.541,,,,
98,2021-04-21,00/01/00 11:15:00,15.414,58.963,,,,
99,2021-04-21,00/01/00 11:30:00,15.819,57.672,,,,
100,2021-04-21,00/01/00 11:45:00,16.201,54.631,,,,
101,2021-04-21,00/01/00 12:00:00,16.654,56.982,,,,
102,2021-04-21,00/01/00 12:15:00,17.011,53.153,,,,
103,2021-04-21,00/01/00 12:30:00,16.939,51.755,,,,
104,2021-04-21,00/01/00 12:45:00,17.225,49.371,,,,
105,2021-04-21,00/01/00 13:00:00,17.558,47.693,,,,
106,2021-04-21,00/01/00 13:15:00,17.843,53.333,,,,
107,2021-04-21,00/01/00 13:30:00,17.724,43.827,,,,
108,2021-04-21,00/01/00 13:45:00,17.938,44.837,,,,
109,2021-04-21,00/01/00 14:00:00,18.604,43.517,,,,
110,2021-04-21,00/01/00 14:15:00,19.222,44.451,,,,
111,2021-04-21,00/01/00 14:30:00,19.436,42.589,,,,
112,2021-04-21,00/01/00 14:45:00,19.318,45.957,,,,
113,2021-04-21,00/01/00 15:00:00,18.58,42.843,,,,
114,2021-04-21,00/01/00 15:15:00,18.414,45.878,,,,
115,2021-04-21,00/01/00 15:30:00,18.366,43.808,,,,
116,2021-04-21,00/01/00 15:45:00,18.557,40.948,,,,
117,2021-04-21,00/01/00 16:00:00,18.937,44.926,,,,
118,2021-04-21,00/01/00 16:15:00,19.651,39.583,,,,
119,2021-04-21,00/01/00 16:30:00,20.126,36.177,,,,
120,2021-04-21,00/01/00 16:45:00,20.317,41.337,,,,
121,2021-04-21,00/01/00 17:00:00,20.317,38.19,,,,
122,2021-04-21,00/01/00 17:15:00,20.436,35.945,,,,
123,2021-04-21,00/01/00 17:30:00,20.627,44.427,,,,
124,2021-04-21,00/01/00 17:45:00,20.317,42.497,,,,
125,2021-04-21,00/01/00 18:00:00,19.603,41.129,,,,
126,2021-04-21,00/01/00 18:15:00,19.651,40.779,,,,
127,2021-04-21,00/01/00 18:30:00,19.77,40.695,,,,
128,2021-04-21,00/01/00 18:45:00,19.674,42.745,,,,
129,2021-04-21,00/01/00 19:00:00,19.08,40.361,,,,
130,2021-04-21,00/01/00 19:15:00,17.915,45.69,,,,
131,2021-04-21,00/01/00 19:30:00,17.915,45.911,,,,
132,2021-04-21,00/01/00 19:45:00,18.129,46.064,,,,
133,2021-04-21,00/01/00 20:00:00,17.701,44.555,,,,
134,2021-04-21,00/01/00 20:15:00,17.058,49.536,,,,
135,2021-04-21,00/01/00 20:30:00,16.32,55.807,,,,
136,2021-04-21,00/01/00 20:45:00,15.079,55.986,,,,
137,2021-04-21,00/01/00 21:00:00,13.834,61.834,,,,
138,2021-04-21,00/01/00 21:15:00,12.678,62.759,,,,
139,2021-04-21,00/01/00 21:30:00,11.613,63.542,,,,
140,2021-04-21,00/01/00 21:45:00,10.712,65.819,,,,
141,2021-04-21,00/01/00 22:00:00,10.001,75.755,,,,
142,2021-04-21,00/01/00 22:15:00,9.336,79.607,,,,
143,2021-04-21,00/01/00 22:30:00,8.767,79.725,,,,
144,2021-04-21,00/01/00 22:45:00,8.319,84.433,,,,
145,2021-04-21,00/01/00 23:00:00,7.795,83.491,,,,
146,2021-04-21,00/01/00 23:15:00,7.519,83.612,,,,
147,2021-04-21,00/01/00 23:30:00,7.619,81.19,,,,
148,2021-04-21,00/01/00 23:45:00,7.87,79.042,,,,
149,2021-04-22,00/01/00 00:00:00,8.02,77.802,,,,
150,2021-04-22,00/01/00 00:15:00,8.07,77.132,,,,
151,2021-04-22,00/01/00 00:30:00,7.945,85.162,,,,
152,2021-04-22,00/01/00 00:45:00,7.72,84.741,,,,
153,2021-04-22,00/01/00 01:00:00,7.519,84.562,,,,
154,2021-04-22,00/01/00 01:15:00,7.368,86.75,,,,
155,2021-04-22,00/01/00 01:30:00,7.268,89.595,,,,
156,2021-04-22,00/01/00 01:45:00,7.242,89.537,,,,
157,2021-04-22,00/01/00 02:00:00,7.242,90.612,,,,
158,2021-04-22,00/01/00 02:15:00,7.318,91.778,,,,
159,2021-04-22,00/01/00 02:30:00,7.519,93.601,,,,
160,2021-04-22,00/01/00 02:45:00,7.77,93.994,,,,
161,2021-04-22,00/01/00 03:00:00,7.92,93.024,,,,
162,2021-04-22,00/01/00 03:15:00,7.745,90.766,,,,
163,2021-04-22,00/01/00 03:30:00,7.318,91.142,,,,
164,2021-04-22,00/01/00 03:45:00,6.813,89.737,,,,
165,2021-04-22,00/01/00 04:00:00,6.331,90.889,,,,
166,2021-04-22,00/01/00 04:15:00,6.077,92.593,,,,
167,2021-04-22,00/01/00 04:30:00,6,93.876,,,,
168,2021-04-22,00/01/00 04:45:00,5.975,94.369,,,,
169,2021-04-22,00/01/00 05:00:00,6.102,95,,,,
170,2021-04-22,00/01/00 05:15:00,6.306,95.428,,,,
171,2021-04-22,00/01/00 05:30:00,6.458,95.593,,,,
172,2021-04-22,00/01/00 05:45:00,6.408,95.182,,,,
173,2021-04-22,00/01/00 06:00:00,6.255,94.593,,,,
174,2021-04-22,00/01/00 06:15:00,6.077,94.296,,,,
175,2021-04-22,00/01/00 06:30:00,5.847,93.536,,,,
176,2021-04-22,00/01/00 06:45:00,5.514,92.396,,,,
177,2021-04-22,00/01/00 07:00:00,5.05,91.672,,,,
178,2021-04-22,00/01/00 07:15:00,4.662,91.671,,,,
179,2021-04-22,00/01/00 07:30:00,4.272,92.071,,,,
180,2021-04-22,00/01/00 07:45:00,3.958,92.787,,,,
181,2021-04-22,00/01/00 08:00:00,3.775,93.83,,,,
182,2021-04-22,00/01/00 08:15:00,3.932,95.303,,,,
183,2021-04-22,00/01/00 08:30:00,4.298,96.187,,,,
184,2021-04-22,00/01/00 08:45:00,5.024,96.779,,,,
185,2021-04-22,00/01/00 09:00:00,5.872,96.866,,,,
186,2021-04-22,00/01/00 09:15:00,6.458,93.597,,,,
187,2021-04-22,00/01/00 09:30:00,7.015,90.606,,,,
188,2021-04-22,00/01/00 09:45:00,7.795,86.567,,,,
189,2021-04-22,00/01/00 10:00:00,8.12,81.811,,,,
190,2021-04-22,00/01/00 10:15:00,8.22,83.881,,,,
191,2021-04-22,00/01/00 10:30:00,8.319,80.058,,,,
192,2021-04-22,00/01/00 10:45:00,8.941,76.934,,,,
193,2021-04-22,00/01/00 11:00:00,9.583,74.645,,,,
194,2021-04-22,00/01/00 11:15:00,10.124,66.489,,,,
195,2021-04-22,00/01/00 11:30:00,10.443,67.006,,,,
196,2021-04-22,00/01/00 11:45:00,10.59,69.316,,,,
197,2021-04-22,00/01/00 12:00:00,10.907,66.257,,,,
198,2021-04-22,00/01/00 12:15:00,10.883,70.024,,,,
199,2021-04-22,00/01/00 12:30:00,11.248,64.41,,,,
200,2021-04-22,00/01/00 12:45:00,11.175,68.257,,,,
201,2021-04-22,00/01/00 13:00:00,11.759,63.83,,,,
202,2021-04-22,00/01/00 13:15:00,12.001,61.588,,,,
203,2021-04-22,00/01/00 13:30:00,12.292,51.995,,,,
204,2021-04-22,00/01/00 13:45:00,12.364,54.764,,,,
205,2021-04-22,00/01/00 14:00:00,12.847,50.268,,,,
206,2021-04-22,00/01/00 14:15:00,13.137,53.484,,,,
207,2021-04-22,00/01/00 14:30:00,13.546,50.055,,,,
208,2021-04-22,00/01/00 14:45:00,14.17,42.681,,,,
209,2021-04-22,00/01/00 15:00:00,14.026,47.241,,,,
210,2021-04-22,00/01/00 15:15:00,13.69,42.689,,,,
211,2021-04-22,00/01/00 15:30:00,13.81,39.913,,,,
212,2021-04-22,00/01/00 15:45:00,14.218,31.237,,,,
213,2021-04-22,00/01/00 16:00:00,13.93,42.401,,,,
214,2021-04-22,00/01/00 16:15:00,14.409,38.413,,,,
215,2021-04-22,00/01/00 16:30:00,14.553,37.915,,,,
216,2021-04-22,00/01/00 16:45:00,14.697,36.675,,,,
217,2021-04-22,00/01/00 17:00:00,15.031,37.997,,,,
218,2021-04-22,00/01/00 17:15:00,14.96,33.036,,,,
219,2021-04-22,00/01/00 17:30:00,14.625,36.087,,,,
220,2021-04-22,00/01/00 17:45:00,14.601,40.383,,,,
221,2021-04-22,00/01/00 18:00:00,14.96,35.214,,,,
222,2021-04-22,00/01/00 18:15:00,14.84,33.937,,,,
223,2021-04-22,00/01/00 18:30:00,14.745,35.84,,,,
224,2021-04-22,00/01/00 18:45:00,14.577,34.172,,,,
225,2021-04-22,00/01/00 19:00:00,14.505,33.417,,,,
226,2021-04-22,00/01/00 19:15:00,14.361,35.091,,,,
227,2021-04-22,00/01/00 19:30:00,14.314,38.563,,,,
228,2021-04-22,00/01/00 19:45:00,13.882,41.699,,,,
229,2021-04-22,00/01/00 20:00:00,13.401,40.631,,,,
230,2021-04-22,00/01/00 20:15:00,13.161,42.249,,,,
231,2021-04-22,00/01/00 20:30:00,12.654,43.447,,,,
232,2021-04-22,00/01/00 20:45:00,11.734,47.411,,,,
233,2021-04-22,00/01/00 21:00:00,10.736,55.362,,,,
234,2021-04-22,00/01/00 21:15:00,9.632,59.081,,,,
235,2021-04-22,00/01/00 21:30:00,8.568,64.89,,,,
236,2021-04-22,00/01/00 21:45:00,7.419,69.616,,,,
237,2021-04-22,00/01/00 22:00:00,6.306,72.929,,,,
238,2021-04-22,00/01/00 22:15:00,5.437,78.993,,,,
239,2021-04-22,00/01/00 22:30:00,4.636,82.313,,,,
240,2021-04-22,00/01/00 22:45:00,3.958,84.347,,,,
241,2021-04-22,00/01/00 23:00:00,3.433,85.205,,,,
242,2021-04-22,00/01/00 23:15:00,3.036,85.778,,,,
243,2021-04-22,00/01/00 23:30:00,2.664,86.456,,,,
244,2021-04-22,00/01/00 23:45:00,2.262,88.06,,,,
245,2021-04-23,00/01/00 00:00:00,1.913,87.694,,,,
246,2021-04-23,00/01/00 00:15:00,1.643,88.686,,,,
247,2021-04-23,00/01/00 00:30:00,1.425,89.659,,,,
248,2021-04-23,00/01/00 00:45:00,1.153,90.088,,,,
249,2021-04-23,00/01/00 01:00:00,0.934,90.629,,,,
250,2021-04-23,00/01/00 01:15:00,0.66,89.588,,,,
251,2021-04-23,00/01/00 01:30:00,0.439,91.317,,,,
252,2021-04-23,00/01/00 01:45:00,0.19,91.202,,,,
253,2021-04-23,00/01/00 02:00:00,-0.004,92.184,,,,
254,2021-04-23,00/01/00 02:15:00,-0.143,92.196,,,,
255,2021-04-23,00/01/00 02:30:00,-0.311,92.2,,,,
256,2021-04-23,00/01/00 02:45:00,-0.451,92.456,,,,
257,2021-04-23,00/01/00 03:00:00,-0.563,92.549,,,,
258,2021-04-23,00/01/00 03:15:00,-0.704,92.803,,,,
259,2021-04-23,00/01/00 03:30:00,-0.789,93.097,,,,
260,2021-04-23,00/01/00 03:45:00,-0.902,93.31,,,,
261,2021-04-23,00/01/00 04:00:00,-1.015,93.328,,,,
262,2021-04-23,00/01/00 04:15:00,-1.128,93.491,,,,
263,2021-04-23,00/01/00 04:30:00,-1.157,93.822,,,,
264,2021-04-23,00/01/00 04:45:00,-1.185,94.056,,,,
265,2021-04-23,00/01/00 05:00:00,-1.242,93.919,,,,
266,2021-04-23,00/01/00 05:15:00,-1.299,93.662,,,,
267,2021-04-23,00/01/00 05:30:00,-1.384,93.421,,,,
268,2021-04-23,00/01/00 05:45:00,-1.413,93.776,,,,
269,2021-04-23,00/01/00 06:00:00,-1.527,92.923,,,,
270,2021-04-23,00/01/00 06:15:00,-1.613,93.118,,,,
271,2021-04-23,00/01/00 06:30:00,-1.641,93.352,,,,
272,2021-04-23,00/01/00 06:45:00,-1.756,92.788,,,,
273,2021-04-23,00/01/00 07:00:00,-1.814,93.063,,,,
274,2021-04-23,00/01/00 07:15:00,-1.9,92.604,,,,
275,2021-04-23,00/01/00 07:30:00,-1.929,93.274,,,,
276,2021-04-23,00/01/00 07:45:00,-1.871,93.917,,,,
277,2021-04-23,00/01/00 08:00:00,-1.699,94.493,,,,
278,2021-04-23,00/01/00 08:15:00,-1.356,95.331,,,,
279,2021-04-23,00/01/00 08:30:00,-0.732,95.911,,,,
280,2021-04-23,00/01/00 08:45:00,0.522,96.98,,,,
281,2021-04-23,00/01/00 09:00:00,2.209,97.236,,,,
282,2021-04-23,00/01/00 09:15:00,4.272,94.656,,,,
283,2021-04-23,00/01/00 09:30:00,6.509,85.214,,,,
284,2021-04-23,00/01/00 09:45:00,8.369,65.885,,,,
285,2021-04-23,00/01/00 10:00:00,9.361,61.439,,,,
286,2021-04-23,00/01/00 10:15:00,9.952,57.625,,,,
287,2021-04-23,00/01/00 10:30:00,10.418,55.942,,,,
288,2021-04-23,00/01/00 10:45:00,11.005,53.598,,,,
289,2021-04-23,00/01/00 11:00:00,11.662,52.27,,,,
290,2021-04-23,00/01/00 11:15:00,12.268,51.626,,,,
291,2021-04-23,00/01/00 11:30:00,12.678,50.674,,,,
292,2021-04-23,00/01/00 11:45:00,12.896,50.612,,,,
293,2021-04-23,00/01/00 12:00:00,13.257,49.616,,,,
294,2021-04-23,00/01/00 12:15:00,13.185,50.222,,,,
295,2021-04-23,00/01/00 12:30:00,13.209,49.024,,,,
296,2021-04-23,00/01/00 12:45:00,13.281,50.358,,,,
297,2021-04-23,00/01/00 13:00:00,13.497,55.929,,,,
298,2021-04-23,00/01/00 13:15:00,13.978,43.29,,,,
299,2021-04-23,00/01/00 13:30:00,14.505,46.679,,,,
300,2021-04-23,00/01/00 13:45:00,14.481,49.348,,,,
301,2021-04-23,00/01/00 14:00:00,15.247,42.331,,,,
302,2021-04-23,00/01/00 14:15:00,15.7,44.819,,,,
303,2021-04-23,00/01/00 14:30:00,15.724,45.923,,,,
304,2021-04-23,00/01/00 14:45:00,16.129,44.082,,,,
305,2021-04-23,00/01/00 15:00:00,16.415,44.337,,,,
306,2021-04-23,00/01/00 15:15:00,16.868,41.976,,,,
307,2021-04-23,00/01/00 15:30:00,16.725,40.072,,,,
308,2021-04-23,00/01/00 15:45:00,17.177,41.116,,,,
309,2021-04-23,00/01/00 16:00:00,16.987,42.181,,,,
310,2021-04-23,00/01/00 16:15:00,17.677,42.356,,,,
311,2021-04-23,00/01/00 16:30:00,17.463,42.746,,,,
312,2021-04-23,00/01/00 16:45:00,17.986,36.422,,,,
313,2021-04-23,00/01/00 17:00:00,18.152,37.999,,,,
314,2021-04-23,00/01/00 17:15:00,18.057,35.124,,,,
315,2021-04-23,00/01/00 17:30:00,17.986,36.357,,,,
316,2021-04-23,00/01/00 17:45:00,18.01,38.825,,,,
317,2021-04-23,00/01/00 18:00:00,18.247,39.432,,,,
318,2021-04-23,00/01/00 18:15:00,18.343,37.694,,,,
319,2021-04-23,00/01/00 18:30:00,18.271,37.134,,,,
320,2021-04-23,00/01/00 18:45:00,18.366,38.798,,,,
321,2021-04-23,00/01/00 19:00:00,17.938,37.652,,,,
322,2021-04-23,00/01/00 19:15:00,17.653,35.151,,,,
323,2021-04-23,00/01/00 19:30:00,17.058,38.467,,,,
324,2021-04-23,00/01/00 19:45:00,16.392,36.328,,,,
325,2021-04-23,00/01/00 20:00:00,16.01,50.328,,,,
326,2021-04-23,00/01/00 20:15:00,15.509,42.774,,,,
327,2021-04-23,00/01/00 20:30:00,14.697,55.049,,,,
328,2021-04-23,00/01/00 20:45:00,13.618,49.356,,,,
329,2021-04-23,00/01/00 21:00:00,12.389,57.051,,,,
330,2021-04-23,00/01/00 21:15:00,11.273,54.361,,,,
331,2021-04-23,00/01/00 21:30:00,10.271,53.642,,,,
332,2021-04-23,00/01/00 21:45:00,9.213,66.524,,,,
333,2021-04-23,00/01/00 22:00:00,8.195,72.727,,,,
334,2021-04-23,00/01/00 22:15:00,7.142,78.154,,,,
335,2021-04-23,00/01/00 22:30:00,6.102,80.396,,,,
336,2021-04-23,00/01/00 22:45:00,5.257,83.06,,,,
337,2021-04-23,00/01/00 23:00:00,4.636,84.144,,,,
338,2021-04-23,00/01/00 23:15:00,4.141,86.663,,,,
339,2021-04-23,00/01/00 23:30:00,3.696,87.22,,,,
340,2021-04-23,00/01/00 23:45:00,3.327,88.047,,,,
341,2021-04-24,00/01/00 00:00:00,2.983,87.986,,,,
342,2021-04-24,00/01/00 00:15:00,2.664,89.398,,,,
343,2021-04-24,00/01/00 00:30:00,2.396,90.008,,,,
344,2021-04-24,00/01/00 00:45:00,2.074,90.151,,,,
345,2021-04-24,00/01/00 01:00:00,1.805,90.805,,,,
346,2021-04-24,00/01/00 01:15:00,1.588,90.624,,,,
347,2021-04-24,00/01/00 01:30:00,1.344,90.536,,,,
348,2021-04-24,00/01/00 01:45:00,1.153,91.405,,,,
349,2021-04-24,00/01/00 02:00:00,0.962,91.873,,,,
350,2021-04-24,00/01/00 02:15:00,0.77,91.946,,,,
351,2021-04-24,00/01/00 02:30:00,0.605,91.927,,,,
352,2021-04-24,00/01/00 02:45:00,0.439,91.686,,,,
353,2021-04-24,00/01/00 03:00:00,0.273,91.987,,,,
354,2021-04-24,00/01/00 03:15:00,0.135,92.515,,,,
355,2021-04-24,00/01/00 03:30:00,-0.004,92.624,,,,
356,2021-04-24,00/01/00 03:45:00,-0.116,92.741,,,,
357,2021-04-24,00/01/00 04:00:00,-0.255,92.704,,,,
358,2021-04-24,00/01/00 04:15:00,-0.339,93.218,,,,
359,2021-04-24,00/01/00 04:30:00,-0.451,93.285,,,,
360,2021-04-24,00/01/00 04:45:00,-0.563,93.158,,,,
361,2021-04-24,00/01/00 05:00:00,-0.62,93.628,,,,
362,2021-04-24,00/01/00 05:15:00,-0.507,94.747,,,,
363,2021-04-24,00/01/00 05:30:00,-0.563,94.611,,,,
364,2021-04-24,00/01/00 05:45:00,-0.507,94.964,,,,
365,2021-04-24,00/01/00 06:00:00,-0.339,95.107,,,,
366,2021-04-24,00/01/00 06:15:00,-0.143,94.871,,,,
367,2021-04-24,00/01/00 06:30:00,0.301,91.132,,,,
368,2021-04-24,00/01/00 06:45:00,0.522,89.453,,,,
369,2021-04-24,00/01/00 07:00:00,0.439,89.332,,,,
370,2021-04-24,00/01/00 07:15:00,0.246,89.83,,,,
371,2021-04-24,00/01/00 07:30:00,0.024,90.467,,,,
372,2021-04-24,00/01/00 07:45:00,-0.143,91.631,,,,
373,2021-04-24,00/01/00 08:00:00,-0.004,92.576,,,,
374,2021-04-24,00/01/00 08:15:00,0.329,93.544,,,,
375,2021-04-24,00/01/00 08:30:00,1.126,92.434,,,,
376,2021-04-24,00/01/00 08:45:00,2.77,89.677,,,,
377,2021-04-24,00/01/00 09:00:00,4.766,84.383,,,,
378,2021-04-24,00/01/00 09:15:00,6.788,73.192,,,,
379,2021-04-24,00/01/00 09:30:00,8.095,67.685,,,,
380,2021-04-24,00/01/00 09:45:00,9.46,68.024,,,,
381,2021-04-24,00/01/00 10:00:00,10.614,60.064,,,,
382,2021-04-24,00/01/00 10:15:00,11.37,55.217,,,,
383,2021-04-24,00/01/00 10:30:00,11.88,54.993,,,,
384,2021-04-24,00/01/00 10:45:00,13.016,51.761,,,,
385,2021-04-24,00/01/00 11:00:00,13.906,51.855,,,,
386,2021-04-24,00/01/00 11:15:00,14.792,47.526,,,,
387,2021-04-24,00/01/00 11:30:00,15.247,49.357,,,,
388,2021-04-24,00/01/00 11:45:00,15.605,50.644,,,,
389,2021-04-24,00/01/00 12:00:00,15.676,51.117,,,,
390,2021-04-24,00/01/00 12:15:00,15.629,48.008,,,,
391,2021-04-24,00/01/00 12:30:00,16.249,49.024,,,,
392,2021-04-24,00/01/00 12:45:00,16.606,44.677,,,,
393,2021-04-24,00/01/00 13:00:00,16.701,43.071,,,,
394,2021-04-24,00/01/00 13:15:00,16.868,42.04,,,,
395,2021-04-24,00/01/00 13:30:00,17.391,40.755,,,,
396,2021-04-24,00/01/00 13:45:00,17.701,40.661,,,,
397,2021-04-24,00/01/00 14:00:00,17.938,40.816,,,,
398,2021-04-24,00/01/00 14:15:00,18.461,38.776,,,,
399,2021-04-24,00/01/00 14:30:00,18.794,39.879,,,,
400,2021-04-24,00/01/00 14:45:00,18.675,40.188,,,,
401,2021-04-24,00/01/00 15:00:00,18.628,37.528,,,,
402,2021-04-24,00/01/00 15:15:00,18.794,41.939,,,,
403,2021-04-24,00/01/00 15:30:00,18.747,40.39,,,,
404,2021-04-24,00/01/00 15:45:00,18.699,38.704,,,,
405,2021-04-24,00/01/00 16:00:00,19.175,37.584,,,,
406,2021-04-24,00/01/00 16:15:00,19.08,38.939,,,,
407,2021-04-24,00/01/00 16:30:00,18.937,36.843,,,,
408,2021-04-24,00/01/00 16:45:00,19.294,37.01,,,,
409,2021-04-24,00/01/00 17:00:00,19.151,41.143,,,,
410,2021-04-24,00/01/00 17:15:00,19.08,40.071,,,,
411,2021-04-24,00/01/00 17:30:00,19.103,41.556,,,,
412,2021-04-24,00/01/00 17:45:00,19.532,35.07,,,,
413,2021-04-24,00/01/00 18:00:00,19.508,37.455,,,,
414,2021-04-24,00/01/00 18:15:00,19.936,38.769,,,,
415,2021-04-24,00/01/00 18:30:00,19.984,38.123,,,,
416,2021-04-24,00/01/00 18:45:00,19.77,34.83,,,,
417,2021-04-24,00/01/00 19:00:00,19.365,36.2,,,,
418,2021-04-24,00/01/00 19:15:00,19.199,41.277,,,,
419,2021-04-24,00/01/00 19:30:00,18.771,36.892,,,,
420,2021-04-24,00/01/00 19:45:00,18.319,35.738,,,,
421,2021-04-24,00/01/00 20:00:00,17.701,38.017,,,,
